term_str,n,p,i,n_chars,max_pos,max_pos_group,n_pos_group,cat_pos_group,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,df,idf,dfidf,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
labor,3,3.1251302137589066e-05,14.965724171116342,5,NN,n,1,{'n'},1,{'NN'},False,labor,labor,lab,2,2.807354922057604,0.4010507031510862,0,1,0,0,1,0,1,0,1,1,1
late,41,0.0004271011292137,11.193134667219416,4,JJ,j,2,"{'j', 'r'}",2,"{'JJ', 'RB'}",False,late,late,lat,12,0.222392421336448,0.1906220754312411,0,0,0,0,0,1,0,1,0,0,-1
laugh,6,6.250260427517813e-05,13.965724171116342,5,NN,n,3,"{'v', 'r', 'n'}",3,"{'VB', 'RB', 'NN'}",False,laugh,laugh,laugh,3,2.222392421336448,0.4762269474292389,0,0,0,0,1,0,1,0,1,0,1
laughable,1,1.041710071252969e-05,16.5506866718375,9,JJ,j,1,{'j'},1,{'JJ'},False,laughabl,laughabl,laugh,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,0,0,0,-1
laughing,4,4.166840285011876e-05,14.550686671837498,8,NN,n,2,"{'n', 'v'}",2,"{'VBG', 'NN'}",False,laugh,laugh,laugh,3,2.222392421336448,0.4762269474292389,0,0,0,0,1,0,1,0,0,0,1
laughter,3,3.1251302137589066e-05,14.965724171116342,8,NN,n,1,{'n'},1,{'NN'},False,laughter,laughter,laught,1,3.807354922057604,0.2719539230041146,0,1,0,0,1,0,1,0,1,0,1
launch,2,2.083420142505938e-05,15.550686671837498,6,JJ,j,2,"{'j', 'v'}",2,"{'VB', 'JJ'}",False,launch,launch,launch,2,2.807354922057604,0.4010507031510862,0,1,0,0,0,0,1,0,0,0,1
leader,2,2.083420142505938e-05,15.550686671837498,6,NN,n,1,{'n'},1,{'NN'},False,leader,leader,lead,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,0,1,0,0,1,1
leave,106,0.0011042126755281,9.8227662172743,5,VB,v,2,"{'n', 'v'}",5,"{'VBP', 'VBN', 'VB', 'NNP', 'NN'}",False,leav,leav,leav,14,0.0,0.0,0,0,0,0,0,1,0,1,1,0,-1
lemon,1,1.041710071252969e-05,16.5506866718375,5,NNP,n,1,{'n'},1,{'NNP'},False,lemon,lemon,lemon,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,0,0,0,-1
lesser,1,1.041710071252969e-05,16.5506866718375,6,JJR,j,1,{'j'},1,{'JJR'},False,lesser,lesser,less,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,0,0,0,-1
lesson,4,4.166840285011876e-05,14.550686671837498,6,NN,n,1,{'n'},1,{'NN'},False,lesson,lesson,lesson,2,2.807354922057604,0.4010507031510862,0,1,0,0,0,0,1,0,0,1,1
level,3,3.1251302137589066e-05,14.965724171116342,5,NN,n,2,"{'v', 'n'}",2,"{'VBP', 'NN'}",False,level,level,level,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
liar,7,7.291970498770782e-05,13.743331749779896,4,NN,n,2,"{'v', 'n'}",3,"{'VBP', 'NN', 'NNP'}",False,liar,liar,liar,6,1.222392421336448,0.5238824662870492,0,0,1,0,0,1,0,0,0,0,-1
lick,2,2.083420142505938e-05,15.550686671837498,4,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,lick,lick,lick,2,2.807354922057604,0.4010507031510862,0,0,1,0,0,1,0,0,0,0,-1
lie,9,9.37539064127672e-05,13.380761670395186,3,NN,n,3,"{'v', 'r', 'n'}",4,"{'RBR', 'VBP', 'NN', 'VBD'}",False,lie,lie,lie,6,1.222392421336448,0.5238824662870492,1,0,1,0,0,1,0,1,0,0,-1
liking,3,3.1251302137589066e-05,14.965724171116342,6,NN,n,2,"{'v', 'n'}",2,"{'NN', 'VBG'}",False,like,like,lik,3,2.222392421336448,0.4762269474292389,0,0,0,0,1,0,1,0,0,1,1
lonely,4,4.166840285011876e-05,14.550686671837498,6,RB,r,1,{'r'},1,{'RB'},False,lone,lone,lon,3,2.222392421336448,0.4762269474292389,1,0,1,1,0,1,0,1,0,0,-1
lord,39,0.0004062669277886,11.26528445297525,4,NNP,n,2,"{'v', 'n'}",4,"{'VB', 'NN', 'VBN', 'NNP'}",False,lord,lord,lord,3,2.222392421336448,0.4762269474292389,0,0,1,0,0,1,1,0,0,1,0
lose,23,0.0002395933163881,12.027124715780486,4,VB,v,1,{'v'},2,"{'VB', 'VBP'}",False,lose,lose,los,10,0.4854268271702416,0.346733447978744,1,0,1,1,0,1,0,1,1,0,-1
losing,3,3.1251302137589066e-05,14.965724171116342,6,VBG,v,2,"{'n', 'v'}",2,"{'VBG', 'NN'}",False,lose,lose,los,3,2.222392421336448,0.4762269474292389,1,0,0,0,0,1,0,1,0,0,-1
lost,35,0.0003645985249385,11.421403654892533,4,VBN,v,2,"{'n', 'v'}",4,"{'VB', 'VBN', 'NN', 'VBD'}",False,lost,lost,lost,13,0.1069152039165118,0.099278403636761,0,0,0,0,0,1,0,1,0,0,-1
love,55,0.0005729405391891,10.769326958312838,4,NN,n,3,"{'j', 'v', 'n'}",5,"{'VBP', 'VB', 'JJ', 'NNP', 'NN'}",False,love,love,lov,11,0.3479233034203068,0.2733683098302411,0,0,0,0,1,0,1,0,0,0,1
lovely,6,6.250260427517813e-05,13.965724171116342,6,JJ,j,2,"{'j', 'r'}",2,"{'JJ', 'RB'}",False,love,love,lov,4,1.807354922057604,0.5163871205878868,0,1,0,0,1,0,1,1,1,1,1
lower,4,4.166840285011876e-05,14.550686671837498,5,JJR,j,1,{'j'},1,{'JJR'},False,lower,lower,low,3,2.222392421336448,0.4762269474292389,0,0,0,0,0,1,0,1,0,0,-1
lowest,1,1.041710071252969e-05,16.5506866718375,6,JJS,j,1,{'j'},1,{'JJS'},False,lowest,lowest,lowest,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,0,1,0,0,-1
luck,17,0.000177090712113,12.46322383058716,4,NN,n,2,"{'x', 'n'}",2,"{'NN', 'FW'}",False,luck,luck,luck,8,0.8073549220576041,0.4613456697472023,0,1,0,0,1,0,1,0,1,0,1
lucky,4,4.166840285011876e-05,14.550686671837498,5,JJ,j,1,{'j'},1,{'JJ'},False,lucki,lucki,lucky,3,2.222392421336448,0.4762269474292389,0,0,0,0,1,0,1,0,1,0,1
luxurious,1,1.041710071252969e-05,16.5506866718375,9,JJ,j,1,{'j'},1,{'JJ'},False,luxuri,luxuri,luxury,1,3.807354922057604,0.2719539230041146,0,0,0,0,1,0,1,0,0,0,1
luxury,2,2.083420142505938e-05,15.550686671837498,6,NN,n,1,{'n'},1,{'NN'},False,luxuri,luxuri,luxury,2,2.807354922057604,0.4010507031510862,0,0,0,0,1,0,1,0,0,0,1
lying,3,3.1251302137589066e-05,14.965724171116342,5,VBG,v,1,{'v'},1,{'VBG'},False,lie,lie,lying,3,2.222392421336448,0.4762269474292389,1,0,1,0,0,1,0,0,0,0,-1
mad,9,9.37539064127672e-05,13.380761670395186,3,JJ,j,3,"{'j', 'v', 'n'}",4,"{'JJ', 'VBP', 'NN', 'NNS'}",False,mad,mad,mad,7,1.0,0.5,1,0,1,1,0,1,0,1,0,0,-1
madness,1,1.041710071252969e-05,16.5506866718375,7,JJ,j,1,{'j'},1,{'JJ'},False,mad,mad,mad,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,0,0,0,-1
magnificent,4,4.166840285011876e-05,14.550686671837498,11,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NNP'}",False,magnific,magnific,magn,4,1.807354922057604,0.5163871205878868,0,1,0,0,1,0,1,0,1,1,1
majesty,23,0.0002395933163881,12.027124715780486,7,NNP,n,1,{'n'},2,"{'NN', 'NNP'}",False,majesti,majesti,majesty,3,2.222392421336448,0.4762269474292389,0,0,0,0,0,0,1,0,0,1,1
manage,4,4.166840285011876e-05,14.550686671837498,6,VB,v,1,{'v'},2,"{'VB', 'VBP'}",False,manag,manag,man,4,1.807354922057604,0.5163871205878868,0,0,0,0,0,0,1,0,0,1,1
maniac,2,2.083420142505938e-05,15.550686671837498,6,NN,n,1,{'n'},1,{'NN'},False,maniac,maniac,maniac,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,0,0,0,-1
marriage,2,2.083420142505938e-05,15.550686671837498,8,NN,n,1,{'n'},1,{'NN'},False,marriag,marriag,marry,1,3.807354922057604,0.2719539230041146,0,1,0,0,1,0,1,0,0,1,1
marry,7,7.291970498770782e-05,13.743331749779896,5,VB,v,1,{'v'},2,"{'VB', 'VBP'}",False,marri,marri,marry,4,1.807354922057604,0.5163871205878868,0,1,0,1,1,0,1,0,1,1,1
marvelous,1,1.041710071252969e-05,16.5506866718375,9,JJ,j,1,{'j'},1,{'JJ'},False,marvel,marvel,marvel,1,3.807354922057604,0.2719539230041146,0,0,0,0,1,0,1,0,0,0,1
massacre,2,2.083420142505938e-05,15.550686671837498,8,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,massacr,massacr,massacr,2,2.807354922057604,0.4010507031510862,1,0,1,1,0,1,0,1,0,0,-1
masterpiece,1,1.041710071252969e-05,16.5506866718375,11,NN,n,1,{'n'},1,{'NN'},False,masterpiec,masterpiec,masterpiec,1,3.807354922057604,0.2719539230041146,0,0,0,0,1,0,1,0,0,0,1
mastery,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,masteri,masteri,mastery,1,3.807354922057604,0.2719539230041146,1,0,0,0,1,0,1,0,0,1,1
memorable,2,2.083420142505938e-05,15.550686671837498,9,JJ,j,1,{'j'},1,{'JJ'},False,memor,memor,mem,2,2.807354922057604,0.4010507031510862,0,0,0,0,1,0,1,0,1,1,1
mess,12,0.0001250052085503,12.965724171116342,4,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,mess,mess,mess,7,1.0,0.5,0,0,1,0,0,1,0,0,0,0,-1
mighty,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,mighti,mighti,mighty,1,3.807354922057604,0.2719539230041146,1,0,0,1,1,0,1,0,0,1,1
miracle,2,2.083420142505938e-05,15.550686671837498,7,NN,n,1,{'n'},1,{'NN'},False,miracl,miracl,mirac,1,3.807354922057604,0.2719539230041146,0,1,0,0,1,0,1,0,1,1,1
miraculous,2,2.083420142505938e-05,15.550686671837498,10,JJ,j,1,{'j'},1,{'JJ'},False,miracul,miracul,mirac,2,2.807354922057604,0.4010507031510862,0,0,0,0,1,0,1,0,1,0,1
miserable,1,1.041710071252969e-05,16.5506866718375,9,JJ,j,1,{'j'},1,{'JJ'},False,miser,miser,mis,1,3.807354922057604,0.2719539230041146,1,0,1,0,0,1,0,1,0,0,-1
misfortune,2,2.083420142505938e-05,15.550686671837498,10,NN,n,1,{'n'},1,{'NN'},False,misfortun,misfortun,misfortun,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,1,0,0,-1
missing,5,5.208550356264844e-05,14.228758576950137,7,VBG,v,1,{'v'},1,{'VBG'},False,miss,miss,miss,4,1.807354922057604,0.5163871205878868,0,0,0,1,0,1,0,1,0,0,-1
mistake,10,0.0001041710071252,13.228758576950137,7,NN,n,1,{'n'},1,{'NN'},False,mistak,mistak,mistak,6,1.222392421336448,0.5238824662870492,0,0,0,0,0,1,0,1,0,0,-1
mistaken,2,2.083420142505938e-05,15.550686671837498,8,JJ,j,2,"{'j', 'v'}",2,"{'JJ', 'VBN'}",False,mistaken,mistaken,mistak,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,1,0,0,0,0,-1
mistress,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,mistress,mistress,mistress,1,3.807354922057604,0.2719539230041146,1,0,1,0,0,1,0,0,0,0,-1
mob,1,1.041710071252969e-05,16.5506866718375,3,NN,n,1,{'n'},1,{'NN'},False,mob,mob,mob,1,3.807354922057604,0.2719539230041146,1,0,0,1,0,1,0,0,0,0,-1
mockery,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,mockeri,mockeri,mockery,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,0,0,0,-1
modest,1,1.041710071252969e-05,16.5506866718375,6,JJ,j,1,{'j'},1,{'JJ'},False,modest,modest,modest,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
money,39,0.0004062669277886,11.26528445297525,5,NN,n,1,{'n'},1,{'NN'},False,money,money,money,9,0.6374299206152918,0.4097763775384019,1,1,0,0,1,0,1,0,1,1,1
monk,2,2.083420142505938e-05,15.550686671837498,4,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,monk,monk,monk,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,0,1,0,0,1,1
monster,11,0.0001145881078378,13.091255053200202,7,NN,n,3,"{'j', 'v', 'n'}",3,"{'VBP', 'NN', 'JJR'}",False,monster,monster,monst,5,1.4854268271702418,0.5305095811322292,0,0,0,1,0,1,0,0,0,0,-1
mother,98,0.0010208758698279,9.93597682772229,6,NN,n,3,"{'j', 'r', 'n'}",4,"{'JJR', 'NN', 'RB', 'NNP'}",False,mother,mother,moth,13,0.1069152039165118,0.099278403636761,0,1,0,0,1,1,1,1,0,1,0
murder,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,murder,murder,murd,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,1,1,0,-1
murderer,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,murder,murder,murd,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,1,0,0,-1
murky,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,murki,murki,murky,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,1,0,0,-1
music,4,4.166840285011876e-05,14.550686671837498,5,NN,n,1,{'n'},1,{'NN'},False,music,music,mus,3,2.222392421336448,0.4762269474292389,0,0,0,0,1,0,1,1,0,0,1
mysterious,4,4.166840285011876e-05,14.550686671837498,10,JJ,j,1,{'j'},1,{'JJ'},False,mysteri,mysteri,mystery,2,2.807354922057604,0.4010507031510862,0,1,0,1,0,0,0,0,1,0,0
mystery,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,mysteri,mysteri,mystery,1,3.807354922057604,0.2719539230041146,0,1,0,0,0,0,0,0,1,0,0
nameless,1,1.041710071252969e-05,16.5506866718375,8,JJ,j,1,{'j'},1,{'JJ'},False,nameless,nameless,nameless,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,0,0,0,-1
nasty,1,1.041710071252969e-05,16.5506866718375,5,JJ,j,1,{'j'},1,{'JJ'},False,nasti,nasti,nasty,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,1,0,0,-1
negative,1,1.041710071252969e-05,16.5506866718375,8,JJ,j,1,{'j'},1,{'JJ'},False,neg,negat,neg,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,0,1,0,0,-1
nervous,4,4.166840285011876e-05,14.550686671837498,7,JJ,j,1,{'j'},1,{'JJ'},False,nervou,nervous,nerv,3,2.222392421336448,0.4762269474292389,0,1,0,1,0,1,0,0,0,0,-1
newcomer,1,1.041710071252969e-05,16.5506866718375,8,JJR,j,1,{'j'},1,{'JJR'},False,newcom,newcom,newcom,1,3.807354922057604,0.2719539230041146,0,0,0,1,0,0,0,0,1,0,0
nobility,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,nobil,nobil,nobl,1,3.807354922057604,0.2719539230041146,0,1,0,0,0,0,1,0,0,1,1
noble,16,0.0001666736114004,12.550686671837498,5,JJ,j,1,{'j'},1,{'JJ'},False,nobl,nobl,nobl,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,0,1,0,0,1,1
noisy,1,1.041710071252969e-05,16.5506866718375,5,RB,r,1,{'r'},1,{'RB'},False,noisi,noisi,noisy,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,1,0,0,0,0,-1
nothingness,1,1.041710071252969e-05,16.5506866718375,11,NN,n,1,{'n'},1,{'NN'},False,nothing,nothing,noth,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,0,1,0,0,-1
nuisance,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,nuisanc,nuisanc,nuis,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,1,0,0,0,0,-1
nurse,5,5.208550356264844e-05,14.228758576950137,5,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,nurs,nurs,nurs,3,2.222392421336448,0.4762269474292389,0,0,0,0,0,0,1,0,0,1,1
nursery,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,nurseri,nurseri,nursery,1,3.807354922057604,0.2719539230041146,0,0,0,0,1,0,1,0,0,1,1
nutritious,1,1.041710071252969e-05,16.5506866718375,10,JJ,j,1,{'j'},1,{'JJ'},False,nutriti,nutriti,nut,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,1,0,0,1
oath,3,3.1251302137589066e-05,14.965724171116342,4,NN,n,1,{'n'},1,{'NN'},False,oath,oath,oa,2,2.807354922057604,0.4010507031510862,0,0,0,0,0,0,1,0,0,1,1
obey,6,6.250260427517813e-05,13.965724171116342,4,NNP,v,3,"{'j', 'n', 'v'}",4,"{'VB', 'VBP', 'JJ', 'NNP'}",False,obey,obey,obey,3,2.222392421336448,0.4762269474292389,0,0,0,1,0,0,0,0,0,1,0
objective,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,object,object,object,1,3.807354922057604,0.2719539230041146,0,1,0,0,0,0,1,0,0,1,1
obnoxious,1,1.041710071252969e-05,16.5506866718375,9,JJ,j,1,{'j'},1,{'JJ'},False,obnoxi,obnoxi,obnoxy,1,3.807354922057604,0.2719539230041146,1,0,1,0,0,1,0,1,0,0,-1
obvious,1,1.041710071252969e-05,16.5506866718375,7,JJ,j,1,{'j'},1,{'JJ'},False,obviou,obvious,obvy,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
offender,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,offend,offend,offend,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,1,0,0,-1
offense,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,offens,offens,offens,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,1,0,0,-1
ominous,2,2.083420142505938e-05,15.550686671837498,7,JJ,j,1,{'j'},1,{'JJ'},False,omin,omin,omin,2,2.807354922057604,0.4010507031510862,0,1,0,1,0,1,0,0,0,0,-1
ooze,1,1.041710071252969e-05,16.5506866718375,4,NN,n,1,{'n'},1,{'NN'},False,ooz,ooz,ooz,1,3.807354922057604,0.2719539230041146,0,0,1,0,0,1,0,0,0,0,-1
opera,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,opera,opera,oper,1,3.807354922057604,0.2719539230041146,1,1,0,1,1,0,1,1,1,1,1
operation,21,0.0002187591149631,12.15836924905874,9,NNP,n,1,{'n'},2,"{'NN', 'NNP'}",False,oper,oper,op,2,2.807354922057604,0.4010507031510862,0,0,0,1,0,0,0,0,0,1,0
opponent,2,2.083420142505938e-05,15.550686671837498,8,NN,n,1,{'n'},1,{'NN'},False,oppon,oppon,oppon,2,2.807354922057604,0.4010507031510862,1,1,1,1,0,1,0,0,0,0,-1
opportunity,2,2.083420142505938e-05,15.550686671837498,11,NN,n,1,{'n'},1,{'NN'},False,opportun,opportun,opportun,2,2.807354922057604,0.4010507031510862,0,1,0,0,0,0,1,0,0,0,1
opposed,2,2.083420142505938e-05,15.550686671837498,7,VBN,v,1,{'v'},1,{'VBN'},False,oppos,oppos,oppos,2,2.807354922057604,0.4010507031510862,1,0,0,1,0,1,0,0,0,0,-1
outdo,1,1.041710071252969e-05,16.5506866718375,5,VB,v,1,{'v'},1,{'VB'},False,outdo,outdo,outdo,1,3.807354922057604,0.2719539230041146,0,1,0,0,0,0,1,0,0,0,1
overthrow,1,1.041710071252969e-05,16.5506866718375,9,VB,v,1,{'v'},1,{'VB'},False,overthrow,overthrow,overthrow,1,3.807354922057604,0.2719539230041146,0,1,0,1,0,1,0,0,0,0,-1
overwhelmed,2,2.083420142505938e-05,15.550686671837498,11,VBD,v,1,{'v'},1,{'VBD'},False,overwhelm,overwhelm,overwhelm,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,0,1,0,0,-1
pain,6,6.250260427517813e-05,13.965724171116342,4,NN,n,1,{'n'},1,{'NN'},False,pain,pain,pain,4,1.807354922057604,0.5163871205878868,0,0,0,1,0,1,0,1,0,0,-1
painful,1,1.041710071252969e-05,16.5506866718375,7,JJ,j,1,{'j'},1,{'JJ'},False,pain,pain,pain,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,1,0,0,-1
panic,4,4.166840285011876e-05,14.550686671837498,5,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,panic,panic,pan,4,1.807354922057604,0.5163871205878868,0,0,0,1,0,1,0,0,0,0,-1
parade,14,0.0001458394099754,12.743331749779896,6,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,parad,parad,parad,1,3.807354922057604,0.2719539230041146,0,1,0,1,1,1,1,0,1,0,0
partnership,1,1.041710071252969e-05,16.5506866718375,11,NN,n,1,{'n'},1,{'NN'},False,partnership,partnership,partn,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,0,1,0,0,1,1
pathetic,2,2.083420142505938e-05,15.550686671837498,8,JJ,j,1,{'j'},1,{'JJ'},False,pathet,pathet,pathet,2,2.807354922057604,0.4010507031510862,0,0,1,0,0,1,0,1,0,0,-1
patient,2,2.083420142505938e-05,15.550686671837498,7,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,patient,patient,paty,2,2.807354922057604,0.4010507031510862,0,1,0,0,0,0,1,0,0,0,1
pay,25,0.0002604275178132,11.906830482062771,3,VB,v,2,"{'n', 'v'}",4,"{'VB', 'VBP', 'NN', 'NNP'}",False,pay,pay,pay,10,0.4854268271702416,0.346733447978744,0,1,0,0,1,0,1,0,0,1,1
peace,7,7.291970498770782e-05,13.743331749779896,5,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,peac,peac,peac,4,1.807354922057604,0.5163871205878868,0,1,0,0,1,0,1,0,0,1,1
peaceful,3,3.1251302137589066e-05,14.965724171116342,8,JJ,j,1,{'j'},1,{'JJ'},False,peac,peac,peac,3,2.222392421336448,0.4762269474292389,0,1,0,0,1,0,1,0,1,1,1
perfect,9,9.37539064127672e-05,13.380761670395186,7,JJ,j,2,"{'j', 'n'}",3,"{'JJ', 'NN', 'NNP'}",False,perfect,perfect,perfect,7,1.0,0.5,0,1,0,0,1,0,1,0,0,1,1
pervert,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,pervert,pervert,pervert,1,3.807354922057604,0.2719539230041146,1,0,1,0,0,1,0,0,0,0,-1
picnic,1,1.041710071252969e-05,16.5506866718375,6,NN,n,1,{'n'},1,{'NN'},False,picnic,picnic,picn,1,3.807354922057604,0.2719539230041146,0,1,0,0,1,0,1,0,1,1,1
pig,49,0.0005104379349139,10.93597682772229,3,NN,n,2,"{'j', 'n'}",3,"{'JJ', 'NN', 'NNP'}",False,pig,pig,pig,2,2.807354922057604,0.4010507031510862,0,0,1,0,0,1,0,0,0,0,-1
pilot,9,9.37539064127672e-05,13.380761670395186,5,NN,n,1,{'n'},1,{'NN'},False,pilot,pilot,pilot,4,1.807354922057604,0.5163871205878868,0,0,0,0,0,0,1,0,0,1,1
pine,5,5.208550356264844e-05,14.228758576950137,4,VBP,v,2,"{'n', 'v'}",2,"{'VBP', 'NN'}",False,pine,pine,pin,3,2.222392421336448,0.4762269474292389,0,0,0,0,0,1,0,1,0,0,-1
pirate,6,6.250260427517813e-05,13.965724171116342,6,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,pirat,pirat,pir,2,2.807354922057604,0.4010507031510862,1,0,0,0,0,1,0,0,0,0,-1
planning,5,5.208550356264844e-05,14.228758576950137,8,VBG,v,2,"{'n', 'v'}",2,"{'VBG', 'NN'}",False,plan,plan,plan,5,1.4854268271702418,0.5305095811322292,0,1,0,0,0,0,1,0,0,1,1
playful,1,1.041710071252969e-05,16.5506866718375,7,JJ,j,1,{'j'},1,{'JJ'},False,play,play,play,1,3.807354922057604,0.2719539230041146,1,0,0,0,1,0,1,0,1,1,1
plea,1,1.041710071252969e-05,16.5506866718375,4,NN,n,1,{'n'},1,{'NN'},False,plea,plea,ple,1,3.807354922057604,0.2719539230041146,0,1,0,1,0,1,0,1,0,0,-1
pleasant,1,1.041710071252969e-05,16.5506866718375,8,JJ,j,1,{'j'},1,{'JJ'},False,pleasant,pleasant,pleas,1,3.807354922057604,0.2719539230041146,0,1,0,0,1,0,1,0,1,1,1
pleased,4,4.166840285011876e-05,14.550686671837498,7,JJ,j,2,"{'j', 'v'}",2,"{'JJ', 'VBN'}",False,pleas,pleas,pleas,3,2.222392421336448,0.4762269474292389,0,0,0,0,1,0,1,0,0,0,1
plunder,2,2.083420142505938e-05,15.550686671837498,7,NN,n,2,"{'n', 'v'}",2,"{'VB', 'NN'}",False,plunder,plunder,plund,2,2.807354922057604,0.4010507031510862,1,0,1,1,0,1,0,1,1,0,-1
pointless,1,1.041710071252969e-05,16.5506866718375,9,JJ,j,1,{'j'},1,{'JJ'},False,pointless,pointless,pointless,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,0,1,0,0,-1
poison,9,9.37539064127672e-05,13.380761670395186,6,NN,n,1,{'n'},1,{'NN'},False,poison,poison,poison,2,2.807354922057604,0.4010507031510862,1,0,1,1,0,1,0,1,0,0,-1
police,18,0.0001875078128255,12.380761670395186,6,NN,n,1,{'n'},3,"{'NN', 'NNP', 'NNS'}",False,polic,polic,pol,7,1.0,0.5,0,0,0,1,0,0,1,0,0,1,1
policeman,2,2.083420142505938e-05,15.550686671837498,9,NN,n,1,{'n'},1,{'NN'},False,policeman,policeman,policem,2,2.807354922057604,0.4010507031510862,0,0,0,1,0,0,1,0,0,1,1
possessed,1,1.041710071252969e-05,16.5506866718375,9,VBD,v,1,{'v'},1,{'VBD'},False,possess,possess,possess,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,0,0,0,-1
possession,1,1.041710071252969e-05,16.5506866718375,10,NN,n,1,{'n'},1,{'NN'},False,possess,possess,possess,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,0,0,0,-1
postponement,1,1.041710071252969e-05,16.5506866718375,12,NN,n,1,{'n'},1,{'NN'},False,postpon,postpon,postpon,1,3.807354922057604,0.2719539230041146,0,0,0,0,0,1,0,0,1,0,-1
pound,3,3.1251302137589066e-05,14.965724171116342,5,NN,n,1,{'n'},1,{'NN'},False,pound,pound,pound,1,3.807354922057604,0.2719539230041146,1,0,0,0,0,1,0,0,0,0,-1
poverty,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,poverti,poverti,poverty,1,3.807354922057604,0.2719539230041146,1,0,1,1,0,1,0,1,0,0,-1
powerful,11,0.0001145881078378,13.091255053200202,8,JJ,j,1,{'j'},1,{'JJ'},False,power,power,pow,6,1.222392421336448,0.5238824662870492,1,1,1,1,1,0,1,0,0,1,1
