term_str,n,p,i,n_chars,max_pos,max_pos_group,n_pos_group,cat_pos_group,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,df,idf,dfidf
ago,35,0.0003645985249385,11.421403654892533,3,RB,r,2,"{'r', 'x'}",2,"{'RB', 'IN'}",False,ago,ago,ago,12,0.22239242133644802,0.19062207543124116
agree,4,4.166840285011876e-05,14.550686671837498,5,VB,v,1,{'v'},2,"{'VB', 'VBP'}",False,agre,agre,agr,2,2.807354922057604,0.40105070315108626
agreed,5,5.208550356264844e-05,14.228758576950137,6,VBD,v,2,"{'x', 'v'}",3,"{'VBN', 'VBD', 'UH'}",False,agre,agre,agree,4,1.8073549220576042,0.5163871205878868
agreement,2,2.083420142505938e-05,15.550686671837498,9,NN,n,1,{'n'},1,{'NN'},False,agreement,agreement,agr,1,3.807354922057604,0.2719539230041146
agricultural,1,1.041710071252969e-05,16.5506866718375,12,JJ,j,1,{'j'},1,{'JJ'},False,agricultur,agricultur,agricult,1,3.807354922057604,0.2719539230041146
agriculture,4,4.166840285011876e-05,14.550686671837498,11,NN,n,1,{'n'},1,{'NN'},False,agricultur,agricultur,agricult,1,3.807354922057604,0.2719539230041146
ah,273,0.0028438684945206,8.457929530917646,2,NN,n,4,"{'x', 'r', 'j', 'n'}",7,"{'LS', 'IN', 'NNS', 'JJ', 'NNP', 'RB', 'NN'}",False,ah,ah,ah,11,0.3479233034203068,0.2733683098302411
aha,1,1.041710071252969e-05,16.5506866718375,3,NNP,n,1,{'n'},1,{'NNP'},False,aha,aha,ah,1,3.807354922057604,0.2719539230041146
ahahaha,1,1.041710071252969e-05,16.5506866718375,7,NNP,n,1,{'n'},1,{'NNP'},False,ahahaha,ahahaha,ahahah,1,3.807354922057604,0.2719539230041146
ahahahaha,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,ahahahaha,ahahahaha,ahahahah,1,3.807354922057604,0.2719539230041146
ahead,13,0.0001354223092628,12.850246953696406,5,RB,r,1,{'r'},1,{'RB'},False,ahead,ahead,ahead,9,0.6374299206152918,0.4097763775384019
ahem,1,1.041710071252969e-05,16.5506866718375,4,NNP,n,1,{'n'},1,{'NNP'},False,ahem,ahem,ahem,1,3.807354922057604,0.2719539230041146
ahh,64,0.0006666944456019,10.550686671837498,3,NN,n,3,"{'x', 'v', 'n'}",4,"{'VBP', 'NN', 'NNP', 'IN'}",False,ahh,ahh,ahh,4,1.8073549220576042,0.5163871205878868
ahha,1,1.041710071252969e-05,16.5506866718375,4,NNP,n,1,{'n'},1,{'NNP'},False,ahha,ahha,ahh,1,3.807354922057604,0.2719539230041146
ahhh,21,0.0002187591149631,12.15836924905874,4,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,ahhh,ahhh,ahhh,4,1.8073549220576042,0.5163871205878868
ahhhh,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,ahhhh,ahhhh,ahhhh,1,3.807354922057604,0.2719539230041146
ahhhn,3,3.1251302137589066e-05,14.965724171116342,5,NNP,n,1,{'n'},1,{'NNP'},False,ahhhn,ahhhn,ahhhn,1,3.807354922057604,0.2719539230041146
ahm,2,2.083420142505938e-05,15.550686671837498,3,NNS,n,1,{'n'},1,{'NNS'},False,ahm,ahm,ahm,1,3.807354922057604,0.2719539230041146
ahoy,3,3.1251302137589066e-05,14.965724171116342,4,NN,n,1,{'n'},1,{'NN'},False,ahoy,ahoy,ahoy,1,3.807354922057604,0.2719539230041146
ai,3,3.1251302137589066e-05,14.965724171116342,2,VBP,v,1,{'v'},1,{'VBP'},False,ai,ai,ai,2,2.807354922057604,0.40105070315108626
aid,1,1.041710071252969e-05,16.5506866718375,3,NN,n,1,{'n'},1,{'NN'},False,aid,aid,aid,1,3.807354922057604,0.2719539230041146
aileron,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,aileron,aileron,aileron,1,3.807354922057604,0.2719539230041146
aim,2,2.083420142505938e-05,15.550686671837498,3,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,aim,aim,aim,2,2.807354922057604,0.40105070315108626
aimed,1,1.041710071252969e-05,16.5506866718375,5,VBN,v,1,{'v'},1,{'VBN'},False,aim,aim,aim,1,3.807354922057604,0.2719539230041146
aiming,2,2.083420142505938e-05,15.550686671837498,6,VBG,v,1,{'v'},1,{'VBG'},False,aim,aim,aim,2,2.807354922057604,0.40105070315108626
air,35,0.0003645985249385,11.421403654892533,3,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,air,air,air,7,1.0,0.5
airborne,1,1.041710071252969e-05,16.5506866718375,8,JJ,j,1,{'j'},1,{'JJ'},False,airborn,airborn,airborn,1,3.807354922057604,0.2719539230041146
aircraft,9,9.37539064127672e-05,13.380761670395186,8,NN,n,1,{'n'},1,{'NN'},False,aircraft,aircraft,aircraft,1,3.807354922057604,0.2719539230041146
airfield,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,airfield,airfield,airfield,1,3.807354922057604,0.2719539230041146
airframe,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,airfram,airfram,airfram,1,3.807354922057604,0.2719539230041146
airplane,5,5.208550356264844e-05,14.228758576950137,8,NN,n,1,{'n'},1,{'NN'},False,airplan,airplan,airpl,2,2.807354922057604,0.40105070315108626
airplanes,12,0.0001250052085503,12.965724171116342,9,NNS,n,1,{'n'},1,{'NNS'},False,airplan,airplan,airpl,1,3.807354922057604,0.2719539230041146
airraid,7,7.291970498770782e-05,13.743331749779896,7,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,airraid,airraid,airraid,1,3.807354922057604,0.2719539230041146
airraids,1,1.041710071252969e-05,16.5506866718375,8,NNS,n,1,{'n'},1,{'NNS'},False,airraid,airraid,airraid,1,3.807354922057604,0.2719539230041146
airs,2,2.083420142505938e-05,15.550686671837498,4,NNS,n,1,{'n'},1,{'NNS'},False,air,air,air,2,2.807354922057604,0.40105070315108626
airship,5,5.208550356264844e-05,14.228758576950137,7,NN,n,1,{'n'},1,{'NN'},False,airship,airship,air,2,2.807354922057604,0.40105070315108626
airstrip,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,airstrip,airstrip,airstrip,1,3.807354922057604,0.2719539230041146
aiuto,6,6.250260427517813e-05,13.965724171116342,5,NNP,n,1,{'n'},1,{'NNP'},False,aiuto,aiuto,aiuto,1,3.807354922057604,0.2719539230041146
akashishi,2,2.083420142505938e-05,15.550686671837498,9,NNP,n,1,{'n'},1,{'NNP'},False,akashishi,akashishi,akashish,1,3.807354922057604,0.2719539230041146
akebono,1,1.041710071252969e-05,16.5506866718375,7,NNP,n,1,{'n'},1,{'NNP'},False,akebono,akebono,akebono,1,3.807354922057604,0.2719539230041146
akita,5,5.208550356264844e-05,14.228758576950137,5,NNP,n,1,{'n'},1,{'NNP'},False,akita,akita,akit,1,3.807354922057604,0.2719539230041146
al,3,3.1251302137589066e-05,14.965724171116342,2,NN,n,2,"{'r', 'n'}",3,"{'RB', 'NN', 'NNP'}",False,al,al,al,1,3.807354922057604,0.2719539230041146
alabama,1,1.041710071252969e-05,16.5506866718375,7,NNP,n,1,{'n'},1,{'NNP'},False,alabama,alabama,alabam,1,3.807354922057604,0.2719539230041146
alarmed,1,1.041710071252969e-05,16.5506866718375,7,VBN,v,1,{'v'},1,{'VBN'},False,alarm,alarm,alarm,1,3.807354922057604,0.2719539230041146
aliases,1,1.041710071252969e-05,16.5506866718375,7,NNS,n,1,{'n'},1,{'NNS'},False,alias,alias,alias,1,3.807354922057604,0.2719539230041146
alights,1,1.041710071252969e-05,16.5506866718375,7,NNS,n,1,{'n'},1,{'NNS'},False,alight,alight,alight,1,3.807354922057604,0.2719539230041146
alike,2,2.083420142505938e-05,15.550686671837498,5,RB,r,1,{'r'},1,{'RB'},False,alik,alik,alik,1,3.807354922057604,0.2719539230041146
alive,31,0.0003229301220884,11.596490361450623,5,JJ,j,3,"{'j', 'n', 'v'}",4,"{'JJ', 'NN', 'VB', 'NNP'}",False,aliv,aliv,al,8,0.8073549220576041,0.4613456697472023
all,494,0.0051460477519896,7.6023194402528205,3,DT,x,3,"{'r', 'v', 'x'}",4,"{'VB', 'RB', 'PDT', 'DT'}",True,all,all,al,14,0.0,0.0
alley,1,1.041710071252969e-05,16.5506866718375,5,NNP,n,1,{'n'},1,{'NNP'},False,alley,alley,alley,1,3.807354922057604,0.2719539230041146
alliance,4,4.166840285011876e-05,14.550686671837498,8,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,allianc,allianc,al,1,3.807354922057604,0.2719539230041146
alliances,2,2.083420142505938e-05,15.550686671837498,9,NNS,n,2,"{'n', 'v'}",2,"{'VBZ', 'NNS'}",False,allianc,allianc,al,1,3.807354922057604,0.2719539230041146
allied,1,1.041710071252969e-05,16.5506866718375,6,VBD,v,1,{'v'},1,{'VBD'},False,alli,alli,al,1,3.807354922057604,0.2719539230041146
allies,1,1.041710071252969e-05,16.5506866718375,6,NNS,n,1,{'n'},1,{'NNS'},False,alli,alli,al,1,3.807354922057604,0.2719539230041146
allmetal,4,4.166840285011876e-05,14.550686671837498,8,JJ,j,1,{'j'},1,{'JJ'},False,allmet,allmet,allmet,1,3.807354922057604,0.2719539230041146
allow,6,6.250260427517813e-05,13.965724171116342,5,VB,v,2,"{'n', 'v'}",2,"{'VB', 'NN'}",False,allow,allow,allow,5,1.4854268271702418,0.5305095811322292
allowed,2,2.083420142505938e-05,15.550686671837498,7,VBN,v,1,{'v'},1,{'VBN'},False,allow,allow,allow,2,2.807354922057604,0.40105070315108626
allowing,1,1.041710071252969e-05,16.5506866718375,8,VBG,v,1,{'v'},1,{'VBG'},False,allow,allow,allow,1,3.807354922057604,0.2719539230041146
allows,1,1.041710071252969e-05,16.5506866718375,6,NNS,n,1,{'n'},1,{'NNS'},False,allow,allow,allow,1,3.807354922057604,0.2719539230041146
alloy,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,alloy,alloy,alloy,1,3.807354922057604,0.2719539230041146
almost,35,0.0003645985249385,11.421403654892533,6,RB,r,1,{'r'},1,{'RB'},False,almost,almost,almost,12,0.22239242133644802,0.19062207543124116
alone,30,0.0003125130213758,11.64379607622898,5,RB,r,2,"{'r', 'n'}",2,"{'RB', 'NN'}",False,alon,alon,alon,9,0.6374299206152918,0.4097763775384019
along,16,0.0001666736114004,12.550686671837498,5,IN,x,2,"{'r', 'x'}",3,"{'RB', 'RP', 'IN'}",False,along,along,along,8,0.8073549220576041,0.4613456697472023
alongside,1,1.041710071252969e-05,16.5506866718375,9,IN,x,1,{'x'},1,{'IN'},False,alongsid,alongsid,alongsid,1,3.807354922057604,0.2719539230041146
alot,1,1.041710071252969e-05,16.5506866718375,4,NN,n,1,{'n'},1,{'NN'},False,alot,alot,alot,1,3.807354922057604,0.2719539230041146
aloud,1,1.041710071252969e-05,16.5506866718375,5,NN,n,1,{'n'},1,{'NN'},False,aloud,aloud,aloud,1,3.807354922057604,0.2719539230041146
already,55,0.0005729405391891,10.769326958312838,7,RB,r,1,{'r'},1,{'RB'},False,alreadi,alreadi,already,13,0.10691520391651188,0.09927840363676103
alright,5,5.208550356264844e-05,14.228758576950137,7,NN,n,4,"{'x', 'v', 'r', 'n'}",4,"{'RB', 'NN', 'VBD', 'IN'}",False,alright,alright,alright,5,1.4854268271702418,0.5305095811322292
also,33,0.0003437643235134,11.506292552479046,4,RB,r,1,{'r'},1,{'RB'},False,also,also,also,9,0.6374299206152918,0.4097763775384019
alt,1,1.041710071252969e-05,16.5506866718375,3,NNP,n,1,{'n'},1,{'NNP'},False,alt,alt,alt,1,3.807354922057604,0.2719539230041146
although,17,0.000177090712113,12.46322383058716,8,IN,x,1,{'x'},1,{'IN'},False,although,although,although,5,1.4854268271702418,0.5305095811322292
altitude,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,altitud,altitud,altitud,1,3.807354922057604,0.2719539230041146
aluminum,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,aluminum,aluminum,alumin,1,3.807354922057604,0.2719539230041146
always,52,0.0005416892370515,10.850246953696406,6,RB,r,3,"{'r', 'n', 'x'}",3,"{'RB', 'NNP', 'IN'}",False,alway,alway,alway,13,0.10691520391651188,0.09927840363676103
am,66,0.0006875286470269,10.506292552479046,2,VBP,v,2,"{'n', 'v'}",2,"{'VBP', 'NN'}",True,am,am,am,11,0.3479233034203068,0.2733683098302411
amateurs,1,1.041710071252969e-05,16.5506866718375,8,NNS,n,1,{'n'},1,{'NNS'},False,amateur,amateur,am,1,3.807354922057604,0.2719539230041146
amazed,3,3.1251302137589066e-05,14.965724171116342,6,JJ,j,2,"{'j', 'v'}",2,"{'JJ', 'VBN'}",False,amaz,amaz,amaz,3,2.222392421336448,0.4762269474292389
amazing,21,0.0002187591149631,12.15836924905874,7,JJ,n,3,"{'j', 'v', 'n'}",4,"{'JJ', 'NN', 'NNP', 'VBG'}",False,amaz,amaz,amaz,8,0.8073549220576041,0.4613456697472023
amazingly,2,2.083420142505938e-05,15.550686671837498,9,RB,r,1,{'r'},1,{'RB'},False,amazingli,amaz,amaz,2,2.807354922057604,0.40105070315108626
ambition,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,ambit,ambit,ambit,1,3.807354922057604,0.2719539230041146
amen,2,2.083420142505938e-05,15.550686671837498,4,NNS,n,1,{'n'},1,{'NNS'},False,amen,amen,am,2,2.807354922057604,0.40105070315108626
america,4,4.166840285011876e-05,14.550686671837498,7,NNP,n,1,{'n'},1,{'NNP'},False,america,america,americ,3,2.222392421336448,0.4762269474292389
american,10,0.0001041710071252,13.228758576950137,8,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NNP'}",False,american,american,am,2,2.807354922057604,0.40105070315108626
americans,2,2.083420142505938e-05,15.550686671837498,9,NNPS,n,1,{'n'},1,{'NNPS'},False,american,american,am,2,2.807354922057604,0.40105070315108626
amida,2,2.083420142505938e-05,15.550686671837498,5,NNP,n,1,{'n'},1,{'NNP'},False,amida,amida,amid,1,3.807354922057604,0.2719539230041146
ammo,2,2.083420142505938e-05,15.550686671837498,4,NN,n,1,{'n'},1,{'NN'},False,ammo,ammo,ammo,1,3.807354922057604,0.2719539230041146
among,5,5.208550356264844e-05,14.228758576950137,5,IN,x,1,{'x'},1,{'IN'},False,among,among,among,4,1.8073549220576042,0.5163871205878868
amongst,1,1.041710071252969e-05,16.5506866718375,7,JJ,j,1,{'j'},1,{'JJ'},False,amongst,amongst,amongst,1,3.807354922057604,0.2719539230041146
amount,5,5.208550356264844e-05,14.228758576950137,6,NN,n,1,{'n'},1,{'NN'},False,amount,amount,amount,4,1.8073549220576042,0.5163871205878868
amounts,3,3.1251302137589066e-05,14.965724171116342,7,NNS,n,1,{'n'},1,{'NNS'},False,amount,amount,amount,1,3.807354922057604,0.2719539230041146
ample,1,1.041710071252969e-05,16.5506866718375,5,JJ,j,1,{'j'},1,{'JJ'},False,ampl,ampl,ampl,1,3.807354922057604,0.2719539230041146
an,196,0.0020417517396558,8.93597682772229,2,DT,x,1,{'x'},1,{'DT'},True,an,an,an,14,0.0,0.0
ana,1,1.041710071252969e-05,16.5506866718375,3,NN,n,1,{'n'},1,{'NN'},False,ana,ana,an,1,3.807354922057604,0.2719539230041146
anchor,3,3.1251302137589066e-05,14.965724171116342,6,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,anchor,anchor,anch,3,2.222392421336448,0.4762269474292389
ancient,10,0.0001041710071252,13.228758576950137,7,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,ancient,ancient,ant,7,1.0,0.5
and,1069,0.0111358806616942,6.488640534117008,3,CC,x,1,{'x'},1,{'CC'},True,and,and,and,14,0.0,0.0
angel,2,2.083420142505938e-05,15.550686671837498,5,NN,n,1,{'n'},1,{'NN'},False,angel,angel,angel,2,2.807354922057604,0.40105070315108626
anger,15,0.0001562565106879,12.64379607622898,5,NN,n,2,"{'v', 'n'}",2,"{'VB', 'NN'}",False,anger,anger,ang,4,1.8073549220576042,0.5163871205878868
angering,1,1.041710071252969e-05,16.5506866718375,8,VBG,v,1,{'v'},1,{'VBG'},False,anger,anger,ang,1,3.807354922057604,0.2719539230041146
angle,2,2.083420142505938e-05,15.550686671837498,5,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,angl,angl,angl,1,3.807354922057604,0.2719539230041146
angry,16,0.0001666736114004,12.550686671837498,5,JJ,j,1,{'j'},1,{'JJ'},False,angri,angri,angry,8,0.8073549220576041,0.4613456697472023
animal,4,4.166840285011876e-05,14.550686671837498,6,JJ,j,2,"{'j', 'n'}",2,"{'JJ', 'NN'}",False,anim,anim,anim,3,2.222392421336448,0.4762269474292389
animals,4,4.166840285011876e-05,14.550686671837498,7,NNS,n,1,{'n'},1,{'NNS'},False,anim,anim,anim,2,2.807354922057604,0.40105070315108626
anisama,4,4.166840285011876e-05,14.550686671837498,7,NN,n,1,{'n'},1,{'NN'},False,anisama,anisama,anisam,1,3.807354922057604,0.2719539230041146
anna,1,1.041710071252969e-05,16.5506866718375,4,NNP,n,1,{'n'},1,{'NNP'},False,anna,anna,ann,1,3.807354922057604,0.2719539230041146
annihilate,1,1.041710071252969e-05,16.5506866718375,10,NN,n,1,{'n'},1,{'NN'},False,annihil,annihil,annihil,1,3.807354922057604,0.2719539230041146
annihilated,1,1.041710071252969e-05,16.5506866718375,11,VBN,v,1,{'v'},1,{'VBN'},False,annihil,annihil,annihil,1,3.807354922057604,0.2719539230041146
announced,1,1.041710071252969e-05,16.5506866718375,9,VBD,v,1,{'v'},1,{'VBD'},False,announc,announc,annount,1,3.807354922057604,0.2719539230041146
another,39,0.0004062669277886,11.26528445297525,7,DT,x,1,{'x'},1,{'DT'},False,anoth,anoth,anoth,12,0.22239242133644802,0.19062207543124116
answer,12,0.0001250052085503,12.965724171116342,6,NN,n,2,"{'v', 'n'}",3,"{'VB', 'NN', 'NNP'}",False,answer,answer,answ,8,0.8073549220576041,0.4613456697472023
answered,4,4.166840285011876e-05,14.550686671837498,8,VBD,v,1,{'v'},1,{'VBD'},False,answer,answer,answ,4,1.8073549220576042,0.5163871205878868
answering,1,1.041710071252969e-05,16.5506866718375,9,VBG,v,1,{'v'},1,{'VBG'},False,answer,answer,answ,1,3.807354922057604,0.2719539230041146
answers,2,2.083420142505938e-05,15.550686671837498,7,NNS,n,1,{'n'},1,{'NNS'},False,answer,answer,answ,1,3.807354922057604,0.2719539230041146
antenna,2,2.083420142505938e-05,15.550686671837498,7,NN,n,1,{'n'},1,{'NN'},False,antenna,antenna,antenn,1,3.807354922057604,0.2719539230041146
anticipated,1,1.041710071252969e-05,16.5506866718375,11,VBN,v,1,{'v'},1,{'VBN'},False,anticip,anticip,anticip,1,3.807354922057604,0.2719539230041146
anxious,1,1.041710071252969e-05,16.5506866718375,7,JJ,j,1,{'j'},1,{'JJ'},False,anxiou,anxious,anxy,1,3.807354922057604,0.2719539230041146
any,96,0.0010000416684028,9.965724171116342,3,DT,x,1,{'x'},1,{'DT'},True,ani,ani,any,14,0.0,0.0
anybody,6,6.250260427517813e-05,13.965724171116342,7,NN,n,1,{'n'},1,{'NN'},False,anybodi,anybodi,anybody,4,1.8073549220576042,0.5163871205878868
anyhow,2,2.083420142505938e-05,15.550686671837498,6,NN,n,1,{'n'},2,"{'NN', 'NNP'}",False,anyhow,anyhow,anyhow,2,2.807354922057604,0.40105070315108626
anymore,21,0.0002187591149631,12.15836924905874,7,RB,r,3,"{'r', 'v', 'n'}",3,"{'VBP', 'RB', 'NN'}",False,anymor,anymor,anym,9,0.6374299206152918,0.4097763775384019
anyone,21,0.0002187591149631,12.15836924905874,6,NN,n,1,{'n'},1,{'NN'},False,anyon,anyon,anyon,11,0.3479233034203068,0.2733683098302411
anything,50,0.0005208550356264,10.906830482062771,8,NN,n,2,"{'v', 'n'}",2,"{'NN', 'VBG'}",False,anyth,anyth,anyth,13,0.10691520391651188,0.09927840363676103
anytime,3,3.1251302137589066e-05,14.965724171116342,7,RB,r,1,{'r'},1,{'RB'},False,anytim,anytim,anytim,3,2.222392421336448,0.4762269474292389
anyway,21,0.0002187591149631,12.15836924905874,6,RB,r,2,"{'r', 'n'}",2,"{'RB', 'NN'}",False,anyway,anyway,anyway,9,0.6374299206152918,0.4097763775384019
anywhere,6,6.250260427517813e-05,13.965724171116342,8,RB,r,1,{'r'},1,{'RB'},False,anywher,anywher,anywh,4,1.8073549220576042,0.5163871205878868
aoki,3,3.1251302137589066e-05,14.965724171116342,4,NNP,n,1,{'n'},1,{'NNP'},False,aoki,aoki,aok,1,3.807354922057604,0.2719539230041146
aokisan,3,3.1251302137589066e-05,14.965724171116342,7,NNP,n,2,"{'j', 'n'}",2,"{'JJ', 'NNP'}",False,aokisan,aokisan,aok,1,3.807354922057604,0.2719539230041146
apart,7,7.291970498770782e-05,13.743331749779896,5,RB,r,1,{'r'},1,{'RB'},False,apart,apart,apart,6,1.222392421336448,0.5238824662870492
apartment,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,apart,apart,apart,1,3.807354922057604,0.2719539230041146
apartments,2,2.083420142505938e-05,15.550686671837498,10,NNP,n,1,{'n'},2,"{'NNP', 'NNS'}",False,apart,apart,apart,2,2.807354922057604,0.40105070315108626
apologize,8,8.333680570023751e-05,13.550686671837498,9,VB,v,2,"{'n', 'v'}",3,"{'VB', 'VBP', 'NNP'}",False,apolog,apolog,apolog,5,1.4854268271702418,0.5305095811322292
apology,1,1.041710071252969e-05,16.5506866718375,7,NN,n,1,{'n'},1,{'NN'},False,apolog,apolog,apolog,1,3.807354922057604,0.2719539230041146
apparently,2,2.083420142505938e-05,15.550686671837498,10,RB,r,1,{'r'},1,{'RB'},False,appar,appar,app,2,2.807354922057604,0.40105070315108626
appear,4,4.166840285011876e-05,14.550686671837498,6,VB,v,1,{'v'},2,"{'VB', 'VBP'}",False,appear,appear,appear,4,1.8073549220576042,0.5163871205878868
appearance,4,4.166840285011876e-05,14.550686671837498,10,NN,n,1,{'n'},1,{'NN'},False,appear,appear,appear,4,1.8073549220576042,0.5163871205878868
appearances,1,1.041710071252969e-05,16.5506866718375,11,NNS,n,1,{'n'},1,{'NNS'},False,appear,appear,appear,1,3.807354922057604,0.2719539230041146
appeared,3,3.1251302137589066e-05,14.965724171116342,8,VBD,v,2,"{'j', 'v'}",2,"{'JJ', 'VBD'}",False,appear,appear,appear,2,2.807354922057604,0.40105070315108626
appearing,1,1.041710071252969e-05,16.5506866718375,9,NN,n,1,{'n'},1,{'NN'},False,appear,appear,appear,1,3.807354922057604,0.2719539230041146
appears,2,2.083420142505938e-05,15.550686671837498,7,VBZ,v,1,{'v'},1,{'VBZ'},False,appear,appear,appear,2,2.807354922057604,0.40105070315108626
appetit,2,2.083420142505938e-05,15.550686671837498,7,NN,n,1,{'n'},1,{'NN'},False,appetit,appetit,appetit,1,3.807354922057604,0.2719539230041146
appetite,1,1.041710071252969e-05,16.5506866718375,8,NN,n,1,{'n'},1,{'NN'},False,appetit,appetit,appetit,1,3.807354922057604,0.2719539230041146
apple,7,7.291970498770782e-05,13.743331749779896,5,NN,n,1,{'n'},1,{'NN'},False,appl,appl,appl,2,2.807354922057604,0.40105070315108626
apples,1,1.041710071252969e-05,16.5506866718375,6,NNS,n,1,{'n'},1,{'NNS'},False,appl,appl,appl,1,3.807354922057604,0.2719539230041146
appointed,1,1.041710071252969e-05,16.5506866718375,9,JJ,j,1,{'j'},1,{'JJ'},False,appoint,appoint,appoint,1,3.807354922057604,0.2719539230041146
appointment,2,2.083420142505938e-05,15.550686671837498,11,NN,n,1,{'n'},1,{'NN'},False,appoint,appoint,appoint,1,3.807354922057604,0.2719539230041146
appreciate,1,1.041710071252969e-05,16.5506866718375,10,NN,n,1,{'n'},1,{'NN'},False,appreci,appreci,apprecy,1,3.807354922057604,0.2719539230041146
apprentice,5,5.208550356264844e-05,14.228758576950137,10,NN,n,1,{'n'},1,{'NN'},False,apprentic,apprentic,appr,3,2.222392421336448,0.4762269474292389
apprenticeship,1,1.041710071252969e-05,16.5506866718375,14,NN,n,1,{'n'},1,{'NN'},False,apprenticeship,apprenticeship,appr,1,3.807354922057604,0.2719539230041146
